Category	Term	loglift	logprob	Relevance	year
topico11	dutch	4.8565	-4.0794	-0.50504	2003
topico11	norwegian	4.8543	-4.3404	-0.66252	2003
topico11	working_memory	4.8287	-5.2512	-1.21924	2003
topico11	italy	4.8271	-3.9351	-0.43022	2003
topico11	second_language	4.8254	-4.819	-0.96124	2003
topico11	netherland	4.8237	-4.1683	-0.5715	2003
topico11	belgian	4.8043	-5.5388	-1.40156	2003
topico11	adjective	4.798	-5.3992	-1.32032	2003
topico11	norway	4.7965	-4.6626	-0.87896	2003
topico11	belgium	4.7945	-5.3267	-1.27822	2003
topico11	unfamiliar	4.7918	-5.3374	-1.28572	2003
topico11	corpus	4.788	-5.0778	-1.13148	2003
topico11	outlook	4.7843	-5.5645	-1.42498	2003
topico11	language	4.7673	-2.6462	0.3192	2003
topico11	variability	4.7647	-4.2983	-0.6731	2003
topico11	prosocial_behavior	4.7587	-5.9245	-1.65122	2003
topico11	language_gender	4.7331	-5.5437	-1.43298	2003
topico11	transition_parenthood	4.7315	-5.8794	-1.63504	2003
topico11	contraceptive_use	4.7254	-6.1257	-1.78526	2003
topico11	utterance	4.7192	-5.8922	-1.64764	2003
topico11	map	4.7015	-3.9286	-0.47656	2003
topico11	floor	4.7007	-5.9957	-1.71714	2003
topico11	arthritis	4.6782	-6.3372	-1.93104	2003
topico11	designation	4.6777	-6.1949	-1.84586	2003
topico11	broker	4.6762	-6.3663	-1.9493	2003
topico11	homogeneity	4.6749	-5.9333	-1.69002	2003
topico11	inductive	4.6692	-5.9871	-1.72458	2003
topico11	chronic_condition	4.6741	-6.2534	-1.8824	2003
topico11	opposite	4.5289	-5.4563	-1.46222	2003
topico11	stereotype_threat	4.3864	-5.266	-1.40504	2003
topico11	stance	4.3443	-5.1528	-1.35396	2003
topico11	input	4.2439	-5.1089	-1.36778	2003
topico11	elderly_woman	4.5075	-5.6517	-1.58802	2003
topico11	generalization	4.5475	-5.8312	-1.67972	2003
topico11	category	2.7702	-4.5554	-1.62516	2003
topico11	analyses_gender	4.2132	-5.7689	-1.77606	2003
topico11	show	1.0648	-5.5447	-2.9009	2003
topico11	investigate	1.3553	-5.5764	-2.80372	2003
topico11	structure	1.5981	-5.6415	-2.74566	2003
topico12	teacher	4.0911	-3.2878	-0.33624	2003
topico12	pupil	4.0873	-4.2523	-0.91646	2003
topico12	school	4.0867	-2.623	0.06088	2003
topico12	classroom	4.0635	-4.0875	-0.8271	2003
topico12	teach	4.0566	-4.3324	-0.9768	2003
topico12	educational	4.046	-4.3606	-0.99796	2003
topico12	education	4.0449	-3.3413	-0.38682	2003
topico12	secondary_school	4.0423	-4.6142	-1.1516	2003
topico12	curriculum	4.0139	-4.8092	-1.27996	2003
topico12	primary_school	4.0136	-5.3095	-1.58026	2003
topico12	enrollment	4.0123	-5.5128	-1.70276	2003
topico12	public_school	4.0118	-5.8146	-1.88404	2003
topico12	teaching	4.0102	-4.8676	-1.31648	2003
topico12	female_teacher	4.0051	-6.1303	-2.07614	2003
topico12	male_teacher	3.9884	-6.3315	-2.20354	2003
topico12	education_gender	3.9869	-5.8814	-1.93408	2003
topico12	educational_system	3.9773	-6.4189	-2.26042	2003
topico12	schooling	3.9739	-6.4709	-2.29298	2003
topico12	teaching_learn	3.9541	-6.5636	-2.35652	2003
topico12	teachersa	3.9538	-6.5183	-2.32946	2003
topico12	kindergarten	3.9457	-6.1679	-2.12246	2003
topico12	teacher_train	3.9446	-6.7518	-2.47324	2003
topico12	student_teacher	3.943	-6.6756	-2.42816	2003
topico12	student	3.9399	-2.7336	-0.0642	2003
topico12	high_school	3.9378	-4.1019	-0.88602	2003
topico12	primary_education	3.9214	-6.8265	-2.52734	2003
topico12	gender_education	3.9112	-6.0931	-2.09138	2003
topico12	teaching_practice	3.9094	-6.956	-2.60984	2003
topico12	students_school	3.9093	-6.8791	-2.56374	2003
topico12	teachers_gender	3.909	-7.0042	-2.63892	2003
topico12	dialect	3.9079	-6.5531	-2.3687	2003
topico12	learning	3.875	-5.1546	-1.54276	2003
topico12	higher_education	3.8482	-4.63	-1.23872	2003
topico12	class	3.8082	-3.571	-0.61932	2003
topico12	physical_education	3.8365	-5.8888	-1.99868	2003
topico12	primary_secondary	3.8709	-6.2698	-2.21352	2003
topico12	lesson	3.639	-5.2696	-1.70616	2003
topico12	grade	3.4762	-4.8034	-1.49156	2003
topico12	learn	3.1426	-4.4172	-1.39328	2003
topico12	pedagogy	3.6349	-5.7819	-2.01518	2003
topico12	test_score	3.8131	-6.1656	-2.17412	2003
topico12	elementary_school	3.5144	-6.0191	-2.2057	2003
topico12	attend	2.7385	-5.4998	-2.20448	2003
topico12	subject	1.7216	-5.2242	-2.44588	2003
topico12	secondary	3.0674	-5.945	-2.34004	2003
topico12	educate	3.0044	-5.9597	-2.37406	2003
topico12	female_student	2.5517	-5.9656	-2.55868	2003
topico12	analyse	1.2014	-5.9686	-3.1006	2003
topico13	assault	4.544	-4.0227	-0.59602	2003
topico13	victim	4.5298	-2.8891	0.07846	2003
topico13	leisure	4.5283	-4.3437	-0.7949	2003
topico13	abuse	4.5271	-3.167	-0.08936	2003
topico13	loneliness	4.5209	-5.0071	-1.1959	2003
topico13	volunteer	4.5204	-4.4874	-0.88428	2003
topico13	leader	4.5197	-3.6072	-0.35644	2003
topico13	sexual_assault	4.5151	-5.1191	-1.26542	2003
topico13	ipv	4.5142	-4.4662	-0.87404	2003
topico13	domestic_violence	4.5109	-3.1953	-0.11282	2003
topico13	sexual_abuse	4.5046	-4.651	-0.98876	2003
topico13	perpetrator	4.5026	-4.1871	-0.71122	2003
topico13	intimate_partner	4.501	-4.4952	-0.89672	2003
topico13	rape_myth	4.4991	-5.4174	-1.4508	2003
topico13	incident	4.4924	-4.4048	-0.84592	2003
topico13	rape	4.4879	-4.0169	-0.61498	2003
topico13	battered_woman	4.4865	-4.9025	-1.1469	2003
topico13	sexual_victimization	4.4839	-5.6139	-1.57478	2003
topico13	intimate_partner_violence	4.4812	-4.9684	-1.18856	2003
topico13	leadership	4.479	-3.8511	-0.51906	2003
topico13	help_seek	4.4751	-5.3003	-1.39014	2003
topico13	female_leader	4.4639	-5.7977	-1.69306	2003
topico13	follower	4.4575	-5.7784	-1.68404	2003
topico13	survivor	4.4529	-4.4692	-0.90036	2003
topico13	rape_myth_acceptance	4.4456	-6.0353	-1.84294	2003
topico13	restaurant	4.4396	-5.7291	-1.66162	2003
topico13	women_experienc	4.4267	-5.6731	-1.63318	2003
topico13	life_satisfaction	4.4169	-5.009	-1.23864	2003
topico13	domestic_abuse	4.4026	-6.3357	-2.04038	2003
topico13	abusive	4.4001	-5.924	-1.79436	2003
topico13	blame	4.366	-4.9785	-1.2407	2003
topico13	attack	4.3153	-5.0095	-1.27958	2003
topico13	perpetrate	4.1819	-5.6524	-1.71868	2003
topico13	violence	2.3547	-5.0939	-2.11446	2003
topico13	victimization	3.0304	-5.5173	-2.09822	2003
topico13	response	1.5962	-5.3432	-2.56744	2003
topico13	case	1.3154	-5.4031	-2.7157	2003
topico13	examine	0.8118	-5.5826	-3.02484	2003
topico14	cinema	3.8653	-5.8206	-1.94624	2003
topico14	rhetorical	3.8594	-5.5202	-1.76836	2003
topico14	artistic	3.8573	-5.8738	-1.98136	2003
topico14	archaeology	3.8372	-6.2335	-2.20522	2003
topico14	performativity	3.8341	-5.6373	-1.84874	2003
topico14	documentary	3.8196	-6.0431	-2.09802	2003
topico14	archaeological	3.8185	-6.4819	-2.36174	2003
topico14	icon	3.8148	-6.4868	-2.36616	2003
topico14	hollywood	3.8136	-6.5453	-2.40174	2003
topico14	judith_butler	3.8107	-6.1713	-2.1785	2003
topico14	postmodern	3.8062	-5.9329	-2.03726	2003
topico14	soul	3.8052	-6.4777	-2.36454	2003
topico14	abject	3.8026	-6.5622	-2.41628	2003
topico14	assemblage	3.7873	-6.6487	-2.4743	2003
topico14	female_sexuality	3.787	-6.5137	-2.39342	2003
topico14	subversion	3.7851	-6.4112	-2.33268	2003
topico14	butler	3.7818	-6.1793	-2.19486	2003
topico14	parody	3.7773	-6.8177	-2.5797	2003
topico14	blackness	3.7759	-6.8429	-2.59538	2003
topico14	rhetoric	3.7742	-4.6742	-1.29484	2003
topico14	subjectivity	3.7732	-4.518	-1.20152	2003
topico14	extraordinary	3.7691	-6.845	-2.59936	2003
topico14	discourse	3.7686	-3.097	-0.35076	2003
topico14	queerness	3.768	-6.8683	-2.61378	2003
topico14	filmmaker	3.7679	-6.911	-2.63944	2003
topico14	seduction	3.7656	-6.8026	-2.57532	2003
topico14	maria	3.7615	-6.9306	-2.65376	2003
topico14	disturb	3.7572	-6.652	-2.48832	2003
topico14	subvert	3.7564	-5.7397	-1.94126	2003
topico14	abjection	3.7488	-7.0493	-2.73006	2003
topico14	deconstruct	3.7411	-5.5825	-1.85306	2003
topico14	femininity	3.6472	-4.2806	-1.10948	2003
topico14	naturalize	3.7357	-6.4489	-2.37506	2003
topico14	heroine	3.729	-6.3805	-2.3367	2003
topico14	reclaim	3.7268	-6.3808	-2.33776	2003
topico14	postfeminist	3.7092	-6.3827	-2.34594	2003
topico14	representation	3.3599	-3.8836	-0.9862	2003
topico14	classic	3.6407	-6.0826	-2.19328	2003
topico14	womanhood	3.6092	-5.9477	-2.12494	2003
topico14	performative	3.615	-5.9805	-2.1423	2003
topico14	ideological	3.4038	-5.0864	-1.69032	2003
topico14	articulation	3.4873	-5.5645	-1.94378	2003
topico14	discursive	3.3779	-5.2235	-1.78294	2003
topico14	vision	3.3885	-5.3197	-1.83642	2003
topico14	philosophy	3.5234	-5.7403	-2.03482	2003
topico14	construction	2.9615	-4.5878	-1.56808	2003
topico14	invoke	3.5138	-5.9201	-2.14654	2003
topico14	contemporary	2.8914	-4.8106	-1.7298	2003
topico14	image	2.7327	-4.7118	-1.734	2003
topico14	feminine	2.8783	-5.0935	-1.90478	2003
topico14	imagery	3.448	-5.998	-2.2196	2003
topico14	subject	2.277	-4.6688	-1.89048	2003
topico14	modern	2.8558	-5.4041	-2.10014	2003
topico14	critique	2.6509	-5.43	-2.19764	2003
topico14	argue	1.9163	-4.9831	-2.22334	2003
topico14	production	2.4492	-5.3807	-2.24874	2003
topico14	construct	1.7681	-5.2248	-2.42764	2003
topico14	re	2.8724	-5.7383	-2.29402	2003
topico14	produce	1.8348	-5.4462	-2.5338	2003
topico14	represent	1.7913	-5.4798	-2.57136	2003
topico14	way	1.1993	-5.3923	-2.75566	2003
topico14	notion	2.0026	-5.5941	-2.55542	2003
topico14	other	1.6657	-5.6585	-2.72882	2003
topico14	possibility	2.1147	-5.6914	-2.56896	2003
topico15	menopause	4.6998	-4.8945	-1.05678	2003
topico15	fashion	4.6712	-4.1778	-0.6382	2003
topico15	disgust	4.6678	-5.328	-1.32968	2003
topico15	silence	4.664	-4.0275	-0.5509	2003
topico15	depressed_mood	4.6446	-5.6052	-1.50528	2003
topico15	public_space	4.6406	-4.8266	-1.03972	2003
topico15	consciousness	4.6189	-4.4732	-0.83636	2003
topico15	resistance	4.6174	-3.2853	-0.12422	2003
topico15	iranian_woman	4.6017	-6.0722	-1.80264	2003
topico15	semiotic	4.5958	-5.7032	-1.5836	2003
topico15	shelter	4.5944	-4.9216	-1.1152	2003
topico15	inhibition	4.5827	-5.6303	-1.5451	2003
topico15	wellbeing	4.5753	-6.1116	-1.83684	2003
topico15	grace	4.5724	-6.26	-1.92704	2003
topico15	special_education	4.5697	-6.226	-1.90772	2003
topico15	service_user	4.5682	-6.2438	-1.919	2003
topico15	liberalism	4.5678	-6.0051	-1.77594	2003
topico15	endurance	4.5585	-6.0036	-1.77876	2003
topico15	terror	4.5566	-6.0192	-1.78888	2003
topico15	township	4.5496	-6.2277	-1.91678	2003
topico15	clothing	4.5398	-4.7155	-1.01338	2003
topico15	disconnect	4.5346	-6.2422	-1.93148	2003
topico15	continued	4.5324	-5.9714	-1.76988	2003
topico15	local_government	4.5319	-5.613	-1.55504	2003
topico15	pillar	4.5308	-6.3549	-2.00062	2003
topico15	finnish	4.5281	-5.0809	-1.2373	2003
topico15	late_modernity	4.5201	-6.4337	-2.05218	2003
topico15	passivity	4.5177	-6.2384	-1.93596	2003
topico15	silent	4.5168	-5.4511	-1.46394	2003
topico15	menopausal	4.5165	-6.5909	-2.14794	2003
topico15	clothe	4.5162	-5.7404	-1.63776	2003
topico15	depth_interview	4.5095	-5.8007	-1.67662	2003
topico15	route	4.4821	-4.9665	-1.18706	2003
topico15	explanatory	4.5053	-5.7738	-1.66216	2003
topico15	problem	4.285	-2.6169	0.14386	2003
topico15	nexus	4.4701	-5.4485	-1.48106	2003
topico15	solution	4.2889	-4.3042	-0.86696	2003
topico15	deep	4.3298	-4.9456	-1.23544	2003
topico15	criticism	4.2274	-4.74	-1.15304	2003
topico15	trouble	4.2955	-5.0947	-1.33862	2003
topico15	hegemony	4.3649	-5.4389	-1.51738	2003
topico15	spring	4.4605	-5.8267	-1.71182	2003
topico15	define	3.3367	-4.0991	-1.12478	2003
topico15	enlightenment	4.4186	-5.8262	-1.72828	2003
topico15	oppressive	4.1822	-5.556	-1.66072	2003
topico15	finland	4.0653	-5.5537	-1.7061	2003
topico15	modernization	3.8993	-5.4609	-1.71682	2003
topico15	power	2.657	-4.6767	-1.74322	2003
topico15	woman	2.5679	-4.6643	-1.77142	2003
topico15	break	3.2624	-5.5261	-2.0107	2003
topico15	society	1.7085	-5.4092	-2.56212	2003
topico15	attempt	1.7397	-5.5281	-2.62098	2003
topico15	perspective	1.4006	-5.5221	-2.75302	2003
topico15	consider	0.9887	-5.6022	-2.96584	2003
topico16	masculinity	4.7148	-2.5398	0.36204	2003
topico16	kitchen	4.7118	-4.5704	-0.85752	2003
topico16	hegemonic_masculinity	4.7072	-4.458	-0.79192	2003
topico16	manhood	4.7022	-4.8239	-1.01346	2003
topico16	based_violence	4.6805	-4.6577	-0.92242	2003
topico16	domestic_worker	4.6786	-5.1907	-1.24298	2003
topico16	club	4.6735	-4.4939	-0.82694	2003
topico16	confucian	4.6695	-5.2527	-1.28382	2003
topico16	interpersonal_violence	4.6448	-5.5229	-1.45582	2003
topico16	masculiniti	4.6445	-5.2387	-1.28542	2003
topico16	man	4.6356	-2.7904	0.18	2003
topico16	philippine	4.6293	-5.0984	-1.20732	2003
topico16	asylum	4.6263	-5.7333	-1.58946	2003
topico16	connell	4.6209	-5.8205	-1.64394	2003
topico16	gender_based_violence	4.6161	-5.4638	-1.43184	2003
topico16	zimbabwe	4.61	-5.0532	-1.18792	2003
topico16	moral_reason	4.599	-6.0742	-1.80492	2003
topico16	masculine_identity	4.5964	-5.7551	-1.6145	2003
topico16	sierra_leone	4.5956	-6.1034	-1.8238	2003
topico16	long_distance	4.5785	-6.0378	-1.79128	2003
topico16	exploitation	4.5689	-4.8177	-1.06306	2003
topico16	tough	4.5684	-5.7312	-1.61136	2003
topico16	fish	4.5663	-5.423	-1.42728	2003
topico16	men_use	4.5657	-5.962	-1.75092	2003
topico16	philippin	4.5639	-6.0655	-1.81374	2003
topico16	sri_lankan	4.5495	-6.1857	-1.89162	2003
topico16	sri_lanka	4.5466	-5.462	-1.45856	2003
topico16	hegemonic_masculinitie	4.5447	-6.3389	-1.98546	2003
topico16	masculine	4.5416	-3.3054	-0.1666	2003
topico16	sacrifice	4.5343	-5.3702	-1.4084	2003
topico16	arrive	4.4932	-5.5131	-1.51058	2003
topico16	young_men	4.386	-5.1783	-1.35258	2003
topico16	race_class	4.3171	-5.0048	-1.27604	2003
topico16	instability	4.3333	-5.7229	-1.70042	2003
topico16	feminine	3.2697	-4.702	-1.51332	2003
topico16	civil_war	4.4654	-5.9373	-1.77622	2003
topico16	dominant	3.2188	-5.0186	-1.72364	2003
topico16	hegemonic	3.6292	-5.4358	-1.8098	2003
topico16	femininity	2.7353	-5.1926	-2.02144	2003
topico16	norm	2.1305	-5.3514	-2.35864	2003
topico16	context	1.2183	-5.3881	-2.74554	2003
topico16	challenge	1.1789	-5.5537	-2.86066	2003
topico16	construct	1.3821	-5.6108	-2.81364	2003
topico17	manager	4.1547	-3.6068	-0.5022	2003
topico17	workplace	4.128	-3.4446	-0.41556	2003
topico17	bank	4.1272	-5.149	-1.43852	2003
topico17	leadership_style	4.118	-5.3072	-1.53712	2003
topico17	managerial	4.1159	-5.0442	-1.38016	2003
topico17	limitations_implication	4.1153	-4.7213	-1.18666	2003
topico17	originality_value	4.114	-4.4052	-0.99752	2003
topico17	design_methodology_approach	4.1137	-4.8057	-1.23794	2003
topico17	management	4.1075	-3.567	-0.4972	2003
topico17	human_resource	4.1047	-5.7046	-1.78088	2003
topico17	organisational	4.0967	-5.256	-1.51492	2003
topico17	female_manager	4.0844	-5.6162	-1.73596	2003
topico17	women_manager	4.0831	-6.1046	-2.02952	2003
topico17	organization	4.0707	-2.9457	-0.13914	2003
topico17	self_employ	4.0546	-6.2886	-2.15132	2003
topico17	practical_implication	4.0533	-5.6828	-1.78836	2003
topico17	senior_management	4.0531	-6.3941	-2.21522	2003
topico17	diversity_management	4.0419	-5.8524	-1.89468	2003
topico17	export	4.0373	-5.8131	-1.87294	2003
topico17	banking	4.034	-6.4607	-2.26282	2003
topico17	design_methodology	4.0311	-6.3043	-2.17014	2003
topico17	management_position	4.0275	-6.4541	-2.26146	2003
topico17	methodology_approach	4.0255	-6.0129	-1.99754	2003
topico17	organizational	4.0242	-4.2876	-0.96288	2003
topico17	turnover	4.0217	-5.8385	-1.89442	2003
topico17	service_sector	4.0125	-6.4874	-2.28744	2003
topico17	job_performance	4.0123	-6.7143	-2.42366	2003
topico17	reward	3.9989	-4.7607	-1.25686	2003
topico17	self_employment	3.9874	-5.6452	-1.79216	2003
topico17	livestock	3.9851	-6.8749	-2.5309	2003
topico17	enterprise	3.9691	-4.8832	-1.34228	2003
topico17	organisation	3.9474	-4.1439	-0.90738	2003
topico17	practical	3.9212	-4.3385	-1.03462	2003
topico17	business	3.7214	-4.1302	-0.98956	2003
topico17	advancement	3.874	-5.3832	-1.68032	2003
topico17	workforce	3.8036	-4.9995	-1.47826	2003
topico17	corporation	3.9465	-6.0011	-2.02206	2003
topico17	employee	3.1716	-4.6525	-1.52286	2003
topico17	sector	3.2457	-4.7889	-1.57506	2003
topico17	finding	2.6438	-4.6568	-1.73656	2003
topico17	purpose	3.0881	-5.2988	-1.94404	2003
topico17	position	2.1411	-4.8794	-2.0712	2003
topico17	industry	2.7412	-5.2172	-2.03384	2003
topico17	manage	2.8317	-5.3875	-2.09982	2003
topico17	employ	1.825	-5.581	-2.6186	2003
topico17	need	1.1232	-5.6458	-2.9382	2003
topico18	delinquency	4.9647	-3.8966	-0.35208	2003
topico18	social_capital	4.9559	-4.2243	-0.55222	2003
topico18	fertility	4.9379	-4.0517	-0.45586	2003
topico18	referral	4.8981	-4.5479	-0.7695	2003
topico18	s	4.8951	-4.4241	-0.69642	2003
topico18	delinquent	4.8905	-5.3276	-1.24036	2003
topico18	behavior_problem	4.887	-5.3316	-1.24416	2003
topico18	capital	4.8847	-3.674	-0.25052	2003
topico18	family_structure	4.8736	-5.1435	-1.13666	2003
topico18	delinquent_behavior	4.8711	-5.5796	-1.39932	2003
topico18	juvenile_court	4.8634	-5.6164	-1.42448	2003
topico18	wellness	4.8562	-5.4892	-1.35104	2003
topico18	korea	4.852	-4.3482	-0.66812	2003
topico18	conformity	4.8501	-4.6618	-0.85704	2003
topico18	korean	4.8489	-4.1236	-0.5346	2003
topico18	cameroon	4.8484	-5.2497	-1.21046	2003
topico18	blog	4.8292	-5.017	-1.07852	2003
topico18	adequacy	4.8276	-5.7414	-1.5138	2003
topico18	jury	4.8149	-5.9087	-1.61926	2003
topico18	juvenile_justice	4.8088	-5.7886	-1.54964	2003
topico18	intra_household	4.8071	-5.7604	-1.5334	2003
topico18	peer_relation	4.8035	-5.7091	-1.50406	2003
topico18	bond	4.7953	-4.3515	-0.69278	2003
topico18	examines_role	4.794	-5.4952	-1.37952	2003
topico18	plaintiff	4.7849	-6.13	-1.76404	2003
topico18	labour_force_participation	4.7785	-6.0938	-1.74488	2003
topico18	juvenile_justice_system	4.7754	-6.1992	-1.80936	2003
topico18	number_children	4.7747	-5.9466	-1.65808	2003
topico18	contributing_factor	4.7746	-5.808	-1.57496	2003
topico18	unwanted	4.7743	-5.588	-1.44308	2003
topico18	gender_disparitie	4.759	-5.1459	-1.18394	2003
topico18	teenager	4.657	-4.7606	-0.99356	2003
topico18	accumulate	4.7018	-5.3469	-1.32742	2003
topico18	teenage	4.6876	-5.3419	-1.3301	2003
topico18	wellbe	4.6996	-5.4636	-1.39832	2003
topico18	accommodation	4.6078	-5.1868	-1.26896	2003
topico18	examines_effect	4.7091	-5.5558	-1.44984	2003
topico18	multilevel	4.4218	-5.0354	-1.25252	2003
topico18	accumulation	4.674	-5.633	-1.5102	2003
topico18	demographic	3.1384	-5.2575	-1.89914	2003
topico18	disparity	2.9394	-5.2464	-1.97208	2003
topico18	gender_difference	0.9869	-5.2178	-2.73592	2003
topico18	group	1.3848	-5.4429	-2.71182	2003
topico18	pattern	1.5793	-5.5071	-2.67254	2003
topico19	innovation	4.5254	-4.5089	-0.89518	2003
topico19	street	4.52	-4.4365	-0.8539	2003
topico19	geography	4.517	-3.2492	-0.14272	2003
topico19	search	4.4943	-3.6059	-0.36582	2003
topico19	capability	4.4889	-4.5005	-0.90474	2003
topico19	commerce	4.4768	-5.4694	-1.49092	2003
topico19	multicultural	4.4686	-4.8186	-1.10372	2003
topico19	evolution	4.432	-4.3891	-0.86066	2003
topico19	diversity	4.4147	-3.4888	-0.3274	2003
topico19	motion	4.4134	-5.7908	-1.70912	2003
topico19	freud	4.4105	-5.9243	-1.79038	2003
topico19	diffusion	4.4044	-5.5733	-1.58222	2003
topico19	sociability	4.4043	-5.9212	-1.791	2003
topico19	colombia	4.4029	-5.5329	-1.55858	2003
topico19	web_site	4.3878	-6.1283	-1.92186	2003
topico19	demonstration	4.3811	-5.785	-1.71856	2003
topico19	innovative	4.3762	-4.6477	-1.03814	2003
topico19	experimentation	4.372	-6.1858	-1.96268	2003
topico19	lo	4.371	-6.1511	-1.94226	2003
topico19	colombian	4.36	-5.7563	-1.70978	2003
topico19	picture_book	4.3597	-6.4939	-2.15246	2003
topico19	whiteness	4.355	-5.0412	-1.28272	2003
topico19	needs_woman	4.3532	-6.2947	-2.03554	2003
topico19	flower	4.3525	-6.4534	-2.13104	2003
topico19	sobre	4.3437	-5.8596	-1.77828	2003
topico19	horizon	4.3406	-6.2717	-2.02678	2003
topico19	gender_context	4.3367	-6.3368	-2.0674	2003
topico19	mission	4.3363	-5.0516	-1.29644	2003
topico19	presidential	4.3338	-6.2055	-1.98978	2003
topico19	risk_management	4.3337	-6.5452	-2.19364	2003
topico19	march	4.3305	-5.4771	-1.55406	2003
topico19	definition	4.2903	-3.574	-0.42828	2003
topico19	spain	4.2999	-4.456	-0.95364	2003
topico19	protest	4.2432	-4.9215	-1.25562	2003
topico19	reexamine	4.3281	-6.0815	-1.91766	2003
topico19	homelessness	4.2607	-5.3025	-1.47722	2003
topico19	aboriginal	4.2877	-5.7824	-1.75436	2003
topico19	substantive	4.2198	-5.2931	-1.48794	2003
topico19	entre	4.23	-5.6171	-1.67826	2003
topico19	november	4.2756	-5.8322	-1.78908	2003
topico19	social_justice	4.0627	-5.4274	-1.63136	2003
topico19	agent	3.8034	-4.9447	-1.44546	2003
topico19	specialize	4.199	-5.7322	-1.75972	2003
topico19	expand	3.2256	-4.9112	-1.65648	2003
topico19	new	1.7191	-5.4245	-2.56706	2003
topico19	freedom	2.9998	-5.6309	-2.17862	2003
topico19	tool	2.471	-5.5725	-2.3551	2003
topico19	social	1.6923	-5.6249	-2.69802	2003
topico19	approach	1.5739	-5.6231	-2.7443	2003
topico19	question	1.3088	-5.6253	-2.85166	2003
topico20	smoke	4.4894	-4.4646	-0.883	2003
topico20	smoking	4.4884	-4.5151	-0.9137	2003
topico20	smoker	4.4809	-4.7758	-1.07312	2003
topico20	obesity	4.4771	-4.6078	-0.97384	2003
topico20	cohort	4.4532	-4.0893	-0.6723	2003
topico20	height	4.4515	-5.2091	-1.34486	2003
topico20	cigarette	4.4423	-5.5421	-1.54834	2003
topico20	quit	4.4357	-5.56	-1.56172	2003
topico20	tobacco	4.4322	-5.6741	-1.63158	2003
topico20	birth_cohort	4.4053	-5.8842	-1.7684	2003
