term	Category	Freq	Term	Total	loglift	logprob	prob
1061	topico05	84.990166	process	4368.5234	0.680899978	-5.767399788	-3.188079882
5090	topico05	73.38852	trajectory	748.71625	2.298000097	-5.91410017	-2.629260063
28283	topico06	53.524715	victima	54.07812	3.998699903	-6.841400146	-2.505360126
20446	topico06	54.17851	studya	54.747894	3.998500109	-6.829199791	-2.498119831
3819	topico06	63.274666	imperialism	64.15457	3.995199919	-6.673999786	-2.406319904
29789	topico06	28.567886	sexual_stimuli	29.121294	3.989799976	-7.469200134	-2.88560009
8001	topico06	61.44238	welsh	62.662743	3.989300013	-6.703400135	-2.426320076
5043	topico06	278.02017	nationalism	284.65546	3.985399961	-5.193799973	-1.522119999
25303	topico06	20.42718	provisional	21.004677	3.981100082	-7.804599762	-3.090319824
3808	topico06	18.578753	aboriginal_woman	19.148552	3.978800058	-7.899499893	-3.148179913
30013	topico06	23.532593	indenture	24.330605	3.975600004	-7.663099766	-3.007619858
20157	topico06	17.194931	scholars_activist	17.786768	3.97510004	-7.976900101	-3.196100044
5013	topico06	18.337286	patriarch	18.995289	3.973700047	-7.91260004	-3.158080006
22103	topico06	22.315979	different_political	23.136244	3.972899914	-7.716199875	-3.040559959
33954	topico06	13.622597	historical_memory	14.181983	3.968699932	-8.209799767	-3.338399887
19222	topico06	40.45293	dissident	42.22307	3.966099977	-7.121399879	-2.686399937
24943	topico06	24.095428	global_capitalism	25.372257	3.957299948	-7.639500141	-3.000780106
3414	topico06	32.24112	gender_nation	33.97515	3.956599951	-7.34829998	-2.826340008
18414	topico06	15.16119	michelle	16.056437	3.951600075	-8.102800369	-3.281040192
31760	topico06	18.185394	prostitution_policy	19.387344	3.944999933	-7.920899868	-3.174539948
22358	topico06	12.28571	class_struggle	13.260586	3.932600021	-8.313099861	-3.414819908
23632	topico06	26.94455	patriotism	29.255615	3.926700115	-7.527699947	-2.945939922
32043	topico06	10.352612	erupt	11.257064	3.925199986	-8.48429966	-3.520499802
11090	topico06	20.211584	bollywood	22.25282	3.912800074	-7.815199852	-3.123999882
31881	topico06	12.456154	water_supply	13.926109	3.897399902	-8.299300194	-3.420620155
32629	topico06	12.554987	essay_look	14.03865	3.897300005	-8.291399956	-3.415919971
4029	topico06	54.980114	argumentation	61.657578	3.894299984	-6.814499855	-2.530979919
32674	topico06	36.232647	visual_culture	40.750614	3.891499996	-7.231500149	-2.782300091
25946	topico06	19.604473	cameron	22.200855	3.884599924	-7.845699787	-3.153579903
1691	topico06	145.41333	nationalist	166.28474	3.874799967	-5.841899872	-1.955219936
26876	topico06	41.003826	wale	47.274685	3.866699934	-7.107800007	-2.718000031
24231	topico06	16.744362	efface	19.365469	3.863500118	-8.003399849	-3.256639862
2102	topico06	548.58185	citizenship	644.38446	3.84800005	-4.514200211	-1.169320107
12444	topico06	64.77587	grassroot	76.73187	3.839600086	-6.650599957	-2.454519939
9554	topico06	309.46185	archive	398.8768	3.755100012	-5.086699963	-1.549979973
1686	topico06	35.803806	hindu	42.049614	3.848200083	-7.243400097	-2.806760025
7733	topico06	112.21824	empire	149.60947	3.721400023	-6.101099968	-2.172099972
1351	topico06	438.88034	french	684.31134	3.564800024	-4.737299919	-1.416459942
1338	topico06	104.432	colonialism	142.97507	3.6947999	-6.172999859	-2.225879955
9149	topico06	134.63954	egypt	195.20575	3.637500048	-5.918900013	-2.096339989
34536	topico06	38.930843	arab_spr	47.243484	3.815399885	-7.159699917	-2.769659996
1350	topico06	276.6839	france	456.05115	3.509200096	-5.198599815	-1.715479851
3412	topico06	124.68812	emancipation	186.45998	3.606600046	-5.995699883	-2.154779911
128	topico06	466.21075	nation	905.8034	3.344799995	-4.67689991	-1.468219948
1923	topico06	76.3487	individualism	105.606865	3.684600115	-6.486199856	-2.417879868
23261	topico06	81.6272	historiography	119.8104	3.625200033	-6.419300079	-2.401500034
5772	topico06	67.874756	archival	97.009544	3.651799917	-6.60379982	-2.501559925
1337	topico06	216.16083	colonial	450.6455	3.274300098	-5.445499897	-1.957579899
2101	topico06	280.3785	citizen	657.8343	3.156199932	-5.185400009	-1.848760033
133	topico06	198.78688	radical	419.37122	3.262399912	-5.529300213	-2.012620163
1551	topico06	221.03209	british	514.7825	3.163500071	-5.42320013	-1.98852005
573	topico06	499.18643	politic	1614.741	2.835000038	-4.608500004	-1.631099987
1093	topico06	226.74823	canadian	564.31573	3.097199917	-5.397699833	-1.999739933
1356	topico06	97.31868	imperial	168.1512	3.462100029	-6.243500233	-2.361260128
8832	topico06	108.917366	caribbean	203.0728	3.385999918	-6.130899906	-2.324139977
10610	topico06	246.75388	mena	723.4504	2.933300018	-5.313099861	-2.014539909
1695	topico06	313.92786	struggle	1132.2772	2.726099968	-5.072299957	-1.952939987
8670	topico06	195.5358	canada	540.8266	2.991600037	-5.545800209	-2.130840111
1191	topico06	333.7169	political	1453.8978	2.53730011	-5.011199951	-1.991799927
7122	topico06	139.1125	elite	353.9519	3.075099945	-5.886199951	-2.301679993
3387	topico06	111.849754	postcolonial	230.87347	3.284300089	-6.104300022	-2.348859978
985	topico06	286.22034	debate	1597.9442	2.289299965	-5.164700031	-2.183100033
225	topico06	175.85666	contest	600.0388	2.781599998	-5.651800156	-2.278440094
508	topico06	353.04214	state	2817.4775	1.932000041	-4.954899788	-2.200139856
1421	topico06	249.5701	national	1366.5547	2.308700085	-5.301799774	-2.257599831
2643	topico06	152.38399	indian	471.4344	2.879600048	-5.795100212	-2.325220108
1694	topico06	290.77997	project	2147.2422	2.009599924	-5.148900032	-2.28550005
348	topico06	243.69351	movement	1768.614	2.026900053	-5.325600147	-2.384600067
1900	topico06	194.32498	india	977.99927	2.392999887	-5.552000046	-2.374000072
720	topico06	241.84966	history	1943.1713	1.925199986	-5.333199978	-2.429839993
1636	topico06	284.00848	discourse	3224.5964	1.579399943	-5.172500134	-2.471740103
6665	topico06	154.97525	actor	667.2476	2.549099922	-5.77820015	-2.447280121
27	topico06	168.92426	home	1156.4702	2.085299969	-5.691999912	-2.58107996
172	topico06	189.15215	argue	2578.3555	1.396600008	-5.57889986	-2.788699913
643	topico06	162.46031	position	2464.9436	1.289499998	-5.731100082	-2.92286005
7065	topico07	58.62047	ip	59.27907	4.951600075	-5.796599865	-1.497319889
32512	topico07	42.693787	work_engagement	43.26279	4.949500084	-6.113699913	-1.688419914
7404	topico07	69.32147	sdo	70.47576	4.946199894	-5.629000187	-1.398920155
1589	topico07	30.177608	motivation_learn	30.828794	4.941400051	-6.460599899	-1.899799919
23842	topico07	27.856827	attunement	28.47806	4.940700054	-6.540599823	-1.948079872
16549	topico07	20.030186	lesbiansa	20.597437	4.934800148	-6.870500088	-2.148379993
34738	topico07	19.387104	robust_evidence	19.940619	4.934599876	-6.903100014	-2.168020058
17909	topico07	18.08666	nonuser	18.649416	4.932099819	-6.972499847	-2.210659981
8106	topico07	18.811499	household_resource	19.43231	4.930300236	-6.933199883	-2.187799835
25471	topico07	18.414907	extroversion	19.056105	4.928500175	-6.954599857	-2.201359844
15780	topico07	11.5099125	sill	12.104712	4.912399769	-7.424499989	-2.489740086
32814	topico07	12.458759	high_achiever	13.140648	4.909500122	-7.345300198	-2.44338007
29202	topico07	20.985353	esteem_body	22.305212	4.901800156	-6.823900223	-2.133620071
15777	topico07	11.697517	language_learning_strategie	12.640748	4.885200024	-7.408299923	-2.490899944
11805	topico07	21.583355	liking	23.517675	4.876900196	-6.795800209	-2.126720047
33782	topico07	19.118015	conservative_christian	20.87938	4.874599934	-6.917099953	-2.200419998
21177	topico07	13.353577	relationship_stress	14.709653	4.866000175	-7.275899887	-2.419139862
25116	topico07	11.354129	gendered_value	12.514283	4.865499973	-7.438099861	-2.516659927
19635	topico07	13.074418	discussed_future	14.462897	4.861800194	-7.297100067	-2.433539963
24754	topico07	31.516317	ending	35.062973	4.856100082	-6.417200089	-1.90788002
18567	topico07	11.107302	role_experience	12.377255	4.854499817	-7.460100174	-2.534260178
8474	topico07	13.793755	possible_factor	15.373807	4.854300022	-7.243500233	-2.404380131
29675	topico07	12.013487	semi_structured_interviews_participant	13.392828	4.854100227	-7.381700039	-2.487379932
6249	topico07	33.310055	strategy_use	37.298878	4.849599838	-6.361899853	-1.877299976
20291	topico07	10.3145685	seventy_eight	11.570248	4.847899914	-7.534200191	-2.581360149
34198	topico07	42.23255	learnersa	47.70979	4.840799809	-6.124499798	-1.738379955
18582	topico07	25.267687	interpersonal_interaction	28.838133	4.830599785	-6.638199806	-2.05067997
2521	topico07	24.965162	negative_feedback	28.81458	4.819399834	-6.65019989	-2.062360001
12652	topico07	16.111204	probabilistic	18.664564	4.815599918	-7.088200092	-2.326680088
8328	topico07	151.66913	like	175.97849	4.814099789	-4.846000195	-0.981960201
3738	topico07	92.45651	bisexual_woman	108.69797	4.800899982	-5.34100008	-1.284240055
21779	topico07	37.346104	oxford	45.4395	4.766600132	-6.247499943	-1.841859913
25097	topico07	45.186295	bisexual_women	56.422222	4.740699768	-6.056900024	-1.737860107
1468	topico07	469.32877	college	721.4617	4.532800198	-3.716399908	-0.416719866
10071	topico07	212.96793	housework	308.2229	4.593100071	-4.506599903	-0.866719913
12991	topico07	149.73871	participantsa	217.58195	4.589099884	-4.858799934	-1.079640007
18537	topico07	24.704504	social_perception	29.47534	4.786200047	-6.660699844	-2.081939888
9718	topico07	62.249275	cry	84.579704	4.656199932	-5.736599922	-1.57947998
1582	topico07	199.14737	feedback	320.09796	4.488200188	-4.573699951	-0.948939896
8433	topico07	79.16261	stimulation	113.56533	4.601900101	-5.496200085	-1.456960011
8071	topico07	80.45287	ed	122.459885	4.542600155	-5.480000019	-1.470959949
5141	topico07	96.10759	peoplea	157.22032	4.470600128	-5.302199841	-1.393079853
1934	topico07	41.10065	collegiate	55.715065	4.658500195	-6.15170002	-1.827619934
6547	topico07	118.92591	attraction	228.3925	4.310200214	-5.08920002	-1.329439926
8680	topico07	49.061596	language_learn	73.679955	4.556099892	-5.974599838	-1.762319946
12309	topico07	34.756588	playful	46.82158	4.664800167	-6.319300175	-1.925660038
10087	topico07	39.684402	family_formation	58.904667	4.567800045	-6.186800003	-1.884959984
1278	topico07	105.040634	learner	520.79626	3.361700058	-5.213399887	-1.783359909
1216	topico07	243.03313	strategy	2706.1763	2.552700043	-4.374499798	-1.603619862
15779	topico07	29.963787	learning_strategie	45.80109	4.538400173	-6.467700005	-2.065259933
14935	topico07	38.439598	rater	89.673546	4.115699768	-6.218599796	-2.084879971
446	topico07	103.77758	experience	1368.9901	2.38319993	-5.225500107	-2.182020092
848	topico07	131.4234	participant	2785.3179	1.909100056	-4.989299774	-2.229939842
320	topico07	145.22356	relationship	4488.32	1.531800032	-4.889400005	-2.320919991
1787	topico07	87.32302	topico	1113.4823	2.417099953	-5.398099899	-2.272019958
822	topico07	81.767586	activity	2536.407	1.528100014	-5.463799953	-2.667039967
40	topico07	80.08612	provide	3516.8137	1.180500031	-5.484600067	-2.818560028
1542	topico07	58.96746	quality	1070.9674	2.06340003	-5.790699959	-2.649059963
1410	topico07	69.05579	group	2897.944	1.225900054	-5.632800102	-2.88932004
1291	topico07	67.296425	perception	2659.4338	1.286000013	-5.658599854	-2.880759907
951	topico07	66.568794	gender_difference	4911.6753	0.661599994	-5.669499874	-3.137059927
139	topico07	59.28207	age	3074.6453	1.014099956	-5.785399914	-3.065599966
1260	topico07	55.59696	environment	1609.7198	1.597100019	-5.849599838	-2.870919895
164	topico07	57.91925	student	3363.891	0.900900006	-5.808700085	-3.124860048
4212	topico07	50.526527	picture	584.06683	2.5151999	-5.945199966	-2.56104002
1292	topico07	52.33145	performance	2506.2034	1.093799949	-5.910099983	-3.10854001
1815	topico07	51.140812	understand	1796.1844	1.403900027	-5.933100224	-2.998300123
27415	topico08	58.372814	tomboy	59.037254	4.710299969	-6.041900158	-1.741020107
32518	topico08	32.98464	travesti	33.617813	4.702700138	-6.612800121	-2.086600018
34733	topico08	28.405704	butlera	28.959146	4.702400208	-6.762199879	-2.176359844
34494	topico08	21.107136	empowermenta	21.660578	4.695799828	-7.05919981	-2.357199955
32279	topico08	21.473907	diversity_inclusion	22.06811	4.694399834	-7.041999817	-2.347439957
22457	topico08	21.064985	alcohol_expectancie	21.819305	4.686500072	-7.061200142	-2.362120056
30857	topico08	15.911655	reciprocal_effect	16.509857	4.684800148	-7.341700077	-2.531099987
26164	topico08	15.230336	deutschland	15.844216	4.682199955	-7.385499954	-2.558419991
34693	topico08	32.324844	representative_bureaucracy	33.743694	4.67869997	-6.632999897	-2.10831995
31858	topico08	22.379139	re_production	23.411514	4.676599979	-7.000699997	-2.329780006
26966	topico08	26.385473	elderly_care	27.694458	4.67320013	-6.835999966	-2.232319927
30343	topico08	32.38879	pre_service_teacher	34.03358	4.672100067	-6.631000042	-2.109759998
33651	topico08	14.527507	buttress	15.3093405	4.669199944	-7.432799816	-2.591999912
25780	topico08	28.720257	nursery	30.298	4.668200016	-6.751200199	-2.183440113
27681	topico08	23.717848	dis_ability	25.644556	4.643599987	-6.942599773	-2.308119869
32120	topico08	13.7765875	children_asd	14.922756	4.641799927	-7.485799789	-2.634759903
32811	topico08	14.32178	livelihood_activitie	15.699762	4.629799843	-7.447000027	-2.616280079
18985	topico08	12.319338	geopolitical_context	13.562889	4.625500202	-7.597599983	-2.708359909
22522	topico08	12.158303	spite_fact	13.437662	4.621600151	-7.610799789	-2.717839813
27212	topico08	25.730017	travestis	28.453545	4.621099949	-6.861100197	-2.268220139
29819	topico08	15.241643	entry_woman	16.952904	4.615300179	-7.384799957	-2.584759903
33635	topico08	10.74462	effect_men	11.966892	4.613900185	-7.734399796	-2.795079803
24541	topico08	9.913212	cross_national_variation	11.056458	4.612500191	-7.814899921	-2.843939877
24147	topico08	34.230072	intersectional_perspective	38.252987	4.610599995	-6.575699806	-2.101179886
11700	topico08	57.373695	preservice_teacher	64.257256	4.608399868	-6.05919981	-1.792159939
24750	topico08	12.588515	biological_science	14.122872	4.606699944	-7.576000214	-2.702920151
13330	topico08	16.272226	television_commercial	18.333168	4.602399826	-7.319300175	-2.550620174
32852	topico08	30.441803	hysterectomy	34.479664	4.597099781	-6.69299984	-2.176959991
27222	topico08	10.899176	political_order	12.386625	4.593699932	-7.720099926	-2.794579983
24776	topico08	9.143762	segregation_occupational	10.401128	4.59280014	-7.895699978	-2.900299931
23241	topico08	41.88904	manifesto	47.722095	4.591300011	-6.373799801	-1.987759876
32044	topico08	27.619072	rural_migrant	31.88586	4.578000069	-6.790299892	-2.242979908
16096	topico08	133.43353	danish	177.72148	4.435100079	-5.215199947	-1.355079937
11256	topico08	19.005056	television_advertis	22.366108	4.55880022	-7.16410017	-2.474940014
7434	topico08	20.94403	geschlecht	24.979769	4.545499802	-7.066899776	-2.421939945
8161	topico08	73.88714	denmark	104.50445	4.375	-5.806300163	-1.733780098
10952	topico08	390.60355	inclusion	722.64185	4.106400013	-4.14109993	-0.842099953
12874	topico08	180.11	girlsa	304.81396	4.195499897	-4.915200233	-1.270920181
24114	topico08	36.318134	occupational_choice	48.732273	4.427599907	-6.516499996	-2.138860035
5525	topico08	30.543215	workplace_gend	39.74318	4.458399773	-6.689700127	-2.230460167
3052	topico08	113.68399	und	202.32568	4.145199776	-5.375400066	-1.56716013
13218	topico08	34.937126	east_asia	47.54263	4.413599968	-6.5552001	-2.167680073
25708	topico08	31.911034	revenge	43.86347	4.40350008	-6.645800114	-2.226080036
2147	topico08	104.367386	der	217.87076	3.985699892	-5.46089983	-1.682259941
2055	topico08	231.74742	equity	707.5579	3.605499983	-4.663099766	-1.355659866
7520	topico08	43.533756	occupational_segregation	69.25301	4.257400036	-6.335299969	-2.098219967
469	topico08	101.18208	channel	296.919	3.645100117	-5.491899967	-1.837099934
1045	topico08	55.696014	czech_republic	110.97389	4.032299995	-6.088900089	-2.040420055
13904	topico08	37.64716	nicaragua	58.57198	4.279699802	-6.480500221	-2.176420212
25307	topico08	29.718735	deliberative	40.330288	4.41629982	-6.717000008	-2.263680077
13620	topico08	64.21723	labor_force	194.50325	3.613500118	-5.946499825	-2.122499847
4013	topico08	65.66275	cross_national	207.6264	3.570499897	-5.924300194	-2.126380157
2096	topico08	73.42977	volume	276.9532	3.394099951	-5.8125	-2.12986002
5422	topico08	151.51611	gender_equality	1515.5901	2.418800116	-5.088099957	-2.085339928
11544	topico08	71.800255	chapter	283.3809	3.348799944	-5.834899902	-2.161419964
1409	topico08	87.963394	germany	456.174	3.075700045	-5.631899834	-2.148859882
823	topico08	75.855804	arrangement	370.08914	3.136800051	-5.78000021	-2.213280106
2054	topico08	134.97499	equality	1680.3684	2.200000048	-5.203700066	-2.24222002
4239	topico08	56.19203	duty	190.22874	3.502199888	-6.079999924	-2.247119999
8478	topico08	63.249897	establishment	274.3037	3.254499912	-5.961699963	-2.275220013
1658	topico08	123.66888	organization	2138.8416	1.871299982	-5.291200161	-2.426200104
235	topico08	75.07522	formal	488.77786	2.84829998	-5.790299892	-2.334859943
1060	topico08	115.316154	policy	2779.0535	1.539499998	-5.361100197	-2.600860119
1794	topico08	104.24015	country	2585.888	1.510499954	-5.462100029	-2.673060036
506	topico08	109.278114	show	3961.305	1.131199956	-5.414899826	-2.796459913
329	topico08	95.28843	stereotype	2296.4385	1.539499998	-5.55189991	-2.715339947
2059	topico08	54.728172	gender_equity	299.96268	3.020400047	-6.106400013	-2.455679989
17	topico08	71.75432	culture	2454.1409	1.189399958	-5.835499763	-3.025539875
