Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Dumas C.","On film studies and the unconscious",2012,"Camera Obscura","27","3",,"39","67",,,10.1215/02705346-1727455,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870824319&doi=10.1215%2f02705346-1727455&partnerID=40&md5=c570ed8d17349b1a48e1fb6d9c327321",,"Dumas, C.",[No abstract available],,,"Dumas, C.",,,02705346,,,,"English","Camera Obscura",Article,,Scopus,2-s2.0-84870824319
"Cammaer G.J.","How EXPRMNTL made the small coastal town of knokke the scene for radical artistic new waves and political sea changes",2012,"Camera Obscura","27","3",,"169","179",,1,10.1215/02705340-1727509,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870796141&doi=10.1215%2f02705340-1727509&partnerID=40&md5=e333b65519ded9f55a3176df62a99a8a",,"Cammaer, G.J.",[No abstract available],,,"Cammaer, G.J.",,,02705346,,,,"English","Camera Obscura",Article,,Scopus,2-s2.0-84870796141
"Rastegar R.","Evolving narrative structures forge new cine-love at the 2012 sundance film festival",2012,"Camera Obscura","27","3",,"149","157",,,10.1215/02705346-1727491,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870780008&doi=10.1215%2f02705346-1727491&partnerID=40&md5=dc742af3e86cf360766241d7b680f3be",,"Rastegar, R.",[No abstract available],,,"Rastegar, R.",,,02705346,,,,"English","Camera Obscura",Article,,Scopus,2-s2.0-84870780008
"Kustritz A.","Breeding unity: Battlestar Galactica's biracial reproductive futurity",2012,"Camera Obscura","27","3",,"1","37",,1,10.1215/02705346-1727446,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870811709&doi=10.1215%2f02705346-1727446&partnerID=40&md5=213da1e8a8b50918158ff2a64453f247","University of Amsterdam, Netherlands","Kustritz, A., University of Amsterdam, Netherlands",[No abstract available],,,"Kustritz, A.; University of AmsterdamNetherlands",,,02705346,,,,"English","Camera Obscura",Article,,Scopus,2-s2.0-84870811709
"Fleeger J.","Deanna Durbin and the mismatched voice",2012,"Camera Obscura","27","3",,"68","99",,1,10.1215/02705346-1727464,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870821032&doi=10.1215%2f02705346-1727464&partnerID=40&md5=be1491e3e61634625773bec3f8398e0a","Department of Media Studies, Catholic University of America, United States","Fleeger, J., Department of Media Studies, Catholic University of America, United States",[No abstract available],,,"Fleeger, J.; Department of Media Studies, Catholic University of AmericaUnited States",,,02705346,,,,"English","Camera Obscura",Article,,Scopus,2-s2.0-84870821032
"Sawchuk K., Crow B.","""I'm G-mom on the phone"" : Remote grandmothering, cell phones and inter-generational dis/connections",2012,"Feminist Media Studies","12","4",,"496","505",,14,10.1080/14680777.2012.741863,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872677809&doi=10.1080%2f14680777.2012.741863&partnerID=40&md5=87095fb57ed29ec9ad01b97b385e5bfd","York University, Canada; Department of Communication Studies, Concordia University, Montreal, Canada","Sawchuk, K., York University, Canada; Crow, B., Department of Communication Studies, Concordia University, Montreal, Canada","We explore how a diverse group of grandparents, mostly grandmothers, use the cell phone to interact with their grandchildren. Through ""remote"" grandparenting seniors found ways into relationships with their grandchildren like many of them had experienced as grandchildren and simultaneously provided insightful commentary on changing communication relations. © 2012 Crown Copyright.","Ageing; Cell phone; Communication; Grandmothering; Mobile technologies",,"Sawchuk, K.; York UniversityCanada; email: bacrow@yorku.ca",,,14680777,,,,"English","Fem. Media Stud.",Article,,Scopus,2-s2.0-84872677809
"Clark L.S., Sywyj L.","Mobile intimacies in the USA among refugee and recent immigrant teens and their parents",2012,"Feminist Media Studies","12","4",,"485","495",,5,10.1080/14680777.2012.741861,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872685314&doi=10.1080%2f14680777.2012.741861&partnerID=40&md5=aa584224f3429f7d6d5b875e4a04d468","Estlow International Center for Journalism and New Media, University of Denver, United States; World Denver, United States","Clark, L.S., Estlow International Center for Journalism and New Media, University of Denver, United States; Sywyj, L., World Denver, United States","Drawing upon semi-structured interviews and open-ended surveys with adolescents who have moved to the USA in the past twelve years, this article explores the nuanced ways in which expectations of authority and autonomy structure mobile phone use in migrant and refugee families. It finds that contrary to reports of US parents who fear that mobile phone rules and restrictions undermine intimacy, refugee families may view restriction as an expression of intimacy because it is related to cultural expectations. Moreover, the article points out that whereas mobile communication almost always provides access to autonomy among white middle class families, these media only sometimes provide access to autonomy among refugee families. © 2012 Taylor & Francis.","And migrant communities; Facebook; Family communication; Gender; Identity; Immigrant; Mobile communication; Refugee",,"Clark, L.S.; Estlow International Center for Journalism and New Media, University of DenverUnited States; email: lynn.clark@du.edu",,,14680777,,,,"English","Fem. Media Stud.",Article,,Scopus,2-s2.0-84872685314
"Leek S.E.","'L'écriture qui saigne': Exile and wounding in the narratives of Nina Bouraoui and Linda Lê",2012,"International Journal of Francophone Studies","15","2",,"237","255",,2,10.1386/ijfs.15.2.237-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871644958&doi=10.1386%2fijfs.15.2.237-1&partnerID=40&md5=3dba099380be30f9019bfdf485f68bc8","School of Languages, Linguistics and Film, Queen Mary, University of London, Mile End Road, London, E1 4NS, United Kingdom","Leek, S.E., School of Languages, Linguistics and Film, Queen Mary, University of London, Mile End Road, London, E1 4NS, United Kingdom","This article offers a critical analysis of the articulation of wounds in two recent exile narratives: Nina Bouraoui's Mes mauvaises pensées (2005) and Linda Lê's In Memoriam (2007). Arguing for a new understanding of exile as a form of repetition compulsion, in which trauma is repeatedly revisited and restaged in writing, the article investigates the frequent references to different kinds of wounds, both literal and imagined, physical and psychical, which emerge from these experimental texts. The analysis focuses on two specific aspects: first, drawing on the theoretical work of Kathryn Robson and Cathy Caruth, which highlights the difficulty of articulating traumatic experience (and the wounds which result), it considers why these exile narratives so frequently resort to the use of such violent, bodily imagery; second, it investigates the notion of scriptotherapy in order to evaluate the very different accounts of the relationship between writing and the wounds of exile which emerge from these texts. © 2012 Intellect Ltd.","Compulsion; Exile; Repetition; Scriptotherapy; Trauma; Wounds",,"Leek, S.E.; School of Languages, Linguistics and Film, Queen Mary, University of London, Mile End Road, London, E1 4NS, United Kingdom; email: s.leek@qmul.ac.uk",,,13682679,,,,"English","Int. J. Francoph. Stud.",Article,,Scopus,2-s2.0-84871644958
"Setti N.","Border wounds [Blessures des frontières]",2012,"International Journal of Francophone Studies","15","2",,"177","195",,,10.1386/ijfs.15.2.177-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871662682&doi=10.1386%2fijfs.15.2.177-1&partnerID=40&md5=6ad9c16c7890753d58a75d4df8527551","Centre d'Études Féminines et d'Études de Genre, Université Paris 8, Bâtiment B - Salle 342, 2, rue de la Liberté, 93526 - Saint-Denis Cedex 02, France","Setti, N., Centre d'Études Féminines et d'Études de Genre, Université Paris 8, Bâtiment B - Salle 342, 2, rue de la Liberté, 93526 - Saint-Denis Cedex 02, France","Supported by Judith Butler's work, and also by the theme of ambivalence and nonsense as defined by Homi Bhabha, this article initiates thoughts on agency in the historic, literary and cultural context of postcolonial narrations around the reconfiguration of borders in an era of globalization. This analysis of the works of Malika Mokeddem, Nina Bouraoui, Hélène Cixous, Maryse Condé and Marie NDiaye concentrates on the way in which the texts' main female characters are all presented as trespassers - human beings struggling to exist, to speak, to give an account of themselves, and who are breaking away from the standards and displacing borders. A strong feeling of 'inseparation' emanates from what divides through unity, from the border as a wound uniting and separating both narrations and people. This includes wounds of sexual difference, of the sexual body. Traces of wounds consecutive to crossing borders can be found in these wounded narrations where memories attempt to express themselves, often through the necessity of delaying the accounts through repetitions which in themselves act as means of working through the trauma. © 2012 Intellect Ltd.","Blessures; Capacité d'agir; Frontières; Mondialisation; Postcolonialisme; Récit de soi",,"Setti, N.; Centre d'Études Féminines et d'Études de Genre, Université Paris 8, Bâtiment B - Salle 342, 2, rue de la Liberté, 93526 - Saint-Denis Cedex 02, France; email: nadia.setti@univ-paris8.fr",,,13682679,,,,"French","Int. J. Francoph. Stud.",Article,,Scopus,2-s2.0-84871662682
"Fréville C.","Abortion and maternal violence in Lorette Nobcourt's works [Avortements et violences maternelles dans les œuvres de lorette nobécourt]",2012,"International Journal of Francophone Studies","15","2",,"257","275",,,10.1386/ijfs.15.2.257-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871670900&doi=10.1386%2fijfs.15.2.257-1&partnerID=40&md5=4c9145b2e90f362f8320dc827d0e9293","Centre d'Études Féminines et d'Études de Genre, Université Paris VIII, France; University of Kent at Paris, Reid Hall, 4, rue de Chevreuse, 75006 Paris, France","Fréville, C., Centre d'Études Féminines et d'Études de Genre, Université Paris VIII, France, University of Kent at Paris, Reid Hall, 4, rue de Chevreuse, 75006 Paris, France","The female characters in Lorette Nobécourt's works have to cope with a multitude of types of violence: physical and verbal violence, rapes, miscarriages and abortions. A wide range of maternal relationships within the canon of her work showcase the notion of a repetition of ambivalent, violent relationships with maternity through a female genealogy, which is characterized by suffering stemming from miscarriages and abortions. Motherhood is in fact at the centre of Nobécourt's traumatic representations, shown both as a celebration and a desecration of maternity and maternal violence. She undertakes a re-evaluation of the representations of both femininity and maternity. The aim of this article is to analyze how Nobécourt's works enable the creation of a space for thought and of re-appropriation of the female body and of the discourses surrounding it, redefining the subject 'woman'. © 2012 Intellect Ltd.","Avortement; Généalogie féminine; Maternité; Ravage; Répétition; Transmission traumatique; Violence",,"Fréville, C.; University of Kent at Paris, Reid Hall, 4, rue de Chevreuse, 75006 Paris, France; email: carine.freville@gmail.com",,,13682679,,,,"French","Int. J. Francoph. Stud.",Article,,Scopus,2-s2.0-84871670900
